DATE,BOOK,EVENT_TYPE,NUMBER,MAIN ITEM,PROJECT,TRANSACTION,VENDOR,CODE,EXPLANATION,AMOUNT, UNIT_PRICE , TOTAL_AMOUNT , ,,
12/27/2018,EB,OUT,,CONSTRUCTION,ELPIDOS,ARCH. SERVICES,GAVALAS,,GIANNAKIS MECHANICAL STUDY ELPIDOS,1," € 3,720.00 "," € 3,720.00 ","-€ 3,720.00 ",,
12/27/2018,INVENTORY,INV_IN,2,CONSTRUCTION,IPSILANTOU,VAT,KAPOGIANNI,,"VAT OF INVOICE 2/ 200,00€",1, € 48.00 , € 48.00 , € 48.00 ,,
12/27/2018,INVENTORY,INV_IN,,CONSTRUCTION,DELIGIANNAKI,VAT,INTERBETON,,VAT,1," € 10,955.45 "," € 10,955.45 "," € 10,955.45 ",,
12/27/2018,INVENTORY,INV_IN,,CONSTRUCTION,IPSILANTOU,VAT,INTERBETON,,VAT,1," € 9,345.29 "," € 9,345.29 "," € 9,345.29 ",,
12/27/2018,INVENTORY,INV_IN,,CONSTRUCTION,DELIGIANNAKI,VAT,KAPOGIANNI,,VAT,1, € 50.40 , € 50.40 , € 50.40 ,,
12/27/2018,INVENTORY,INV_IN,,CONSTRUCTION,IPSILANTOU,VAT,KAPOGIANNI,,VAT OF INVOICE ,1, € 100.80 , € 100.80 , € 100.80 ,,
12/27/2018,INVENTORY,INV_IN,,CONSTRUCTION,DELIGIANNAKI,VAT,KOKKINOGENIS,,VAT,1," € 1,158.08 "," € 1,158.08 "," € 1,158.08 ",,
12/27/2018,INVENTORY,INV_IN,,CONSTRUCTION,IPSILANTOU,VAT,KOKKINOGENIS,,VAT,1, € 808.65 , € 808.65 , € 808.65 ,,
12/27/2018,INVENTORY,INV_IN,106266,CONSTRUCTION,DELIGIANNAKI,INSULATION,KOURTIS,0630,VOURTSES PISSAS,2, € 3.00 , € 6.00 , € 6.00 ,,
12/27/2018,INVENTORY,INV_IN,106266,CONSTRUCTION,DELIGIANNAKI,INSULATION,KOURTIS,8690,MAPEI - PLANISEAL 88 GREY BAGS ,150, € 0.43 , € 64.80 , € 64.80 ,,
12/27/2018,INVENTORY,INV_IN,106266,CONSTRUCTION,DELIGIANNAKI,INSULATION,KOURTIS,4229,MAPEI - MAPEGROUT TISS H 25 KG,50, € 0.31 , € 15.60 , € 15.60 ,,
12/27/2018,INVENTORY,INV_IN,106266,CONSTRUCTION,DELIGIANNAKI,VAT,KOURTIS,,VAT ,1, € 20.73 , € 20.73 , € 20.73 ,,
12/27/2018,INVENTORY,INV_IN,,CONSTRUCTION,DELIGIANNAKI,VAT,NOTIS,,VAT,1, € 60.00 , € 60.00 , € 60.00 ,,
12/27/2018,INVENTORY,INV_IN,147,CONSTRUCTION,KEKROPOS,VAT,FOUROUNTZOGLOU,,VAT OF INVOICE 147,1, € 38.13 , € 38.13 , € 38.13 ,,
12/27/2018,INVENTORY,INV_IN,,CONSTRUCTION,KEKROPOS,VAT,SPIRIDAKIS,,VAT,1, € 42.48 , € 42.48 , € 42.48 ,,
12/27/2018,INVENTORY,INV_IN,136,CONSTRUCTION,DELIGIANNAKI,VAT,THOMAS KOSTAS,,VAT,1, € 696.00 , € 696.00 , € 696.00 ,,
12/27/2018,INVENTORY,INV_IN,,CONSTRUCTION,IPSILANTOU,VAT,THOMAS KOSTAS,,VAT,1, € 249.60 , € 249.60 , € 249.60 ,,
12/27/2018,INVENTORY,INV_IN,35329,CONSTRUCTION,DELIGIANNAKI,VAT,TSIMIDOPOULOS,,VAT,1, € 62.89 , € 62.89 , € 62.89 ,,
12/27/2018,INVENTORY,INV_IN,,CONSTRUCTION,IPSILANTOU,BUILDING MATTERIALS,TSIMIDOPOULOS,,VAT,1, € 115.51 , € 115.51 , € 115.51 ,,
12/27/2018,INVENTORY,INV_IN,,CONSTRUCTION,DELIGIANNAKI,VAT,TSOLAKIDIS O.E,,VAT,1, € 494.42 , € 494.42 , € 494.42 ,,
12/27/2018,INVENTORY,INV_IN,,CONSTRUCTION,IPSILANTOU,VAT,TSOLAKIDIS O.E,,VAT,1, € 221.40 , € 221.40 , € 221.40 ,,
12/27/2018,EB,OUT,,CONSTRUCTION,ELPIDOS,ARCH. SERVICES,GAVALAS,,FILERIS STATICAL STUDY ELPIDOS,1," € 2,480.00 "," € 2,480.00 ","-€ 2,480.00 ",,
12/27/2018,BRD-SH,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,BRD,,OUTGOING TRANSFER FEE,1, € 225.00 , € 225.00 ,-€ 225.00 ,,
12/27/2018,EB,OUT,,GENERAL EXPENSES,SPDH,COMMUNICATION,COSMOTE,,COSMOTE MOBILE COSM-00143434911201831,1, € 934.44 , € 934.44 ,-€ 934.44 ,,
12/27/2018,BRD-SH,OUT,,INTERBOOK,SPDH TO SPDH,,,,EUROBANK STURDIOUS HELLAS,1," € 150,000.00 "," € 150,000.00 ","-€ 150,000.00 ",,
12/28/2018,BRD-S BV,IN,,LOAN,S BV TO FB,PAYBACK,FB,,AKPOL TO S BV,1," € 250,000.00 "," € 250,000.00 "," € 250,000.00 ",,
12/28/2018,INVENTORY,INV_IN,,GENERAL EXPENSES,SPDH,SALES & MARKETING,GAVALAS,,SCALE MODEL IPSILANTOU,1, € 800.00 , € 800.00 , € 800.00 ,,
12/28/2018,EB,EXP,,GENERAL EXPENSES,SPDH,TRANSPORT,,,BAU 2019 EXHIBITION HOTEL/HOTEL MUNICH,1, € 817.00 , € 817.00 ,-€ 817.00 ,,
12/28/2018,INVENTORY,INV_IN,22/12/2018 – 28/12/2018,CONSTRUCTION,DELIGIANNAKI,CONCRETE CONTRACTOR,KARAMOLENGOS,,Elaborate surfaces,57.34, € 4.00 , € 229.36 , € 229.36 ,,
12/28/2018,EB,EXP,,GENERAL EXPENSES,SPDH,VEHICLE EXPENSES,TAX OFFICE,,ITA9925 CIRCULATION TAX,1, € 116.62 , € 116.62 ,-€ 116.62 ,,
12/28/2018,BP-BA,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,BP,,MONTHLY FEE,1, € 0.54 , € 0.54 ,-€ 0.54 ,,
12/28/2018,BP-BA,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,BP,,MONTHLY FEE,1, € 1.00 , € 1.00 ,-€ 1.00 ,,
12/28/2018,EB,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,COM POI SMO-27/12/2018-1335819,1, € 8.00 , € 8.00 ,-€ 8.00 ,,
12/28/2018,EB,OUT,,PLOT,ATHINON,PLOT PAYMENT,TSOUGRANI,,BANK CHEQUE 68766505,1," € 15,056.06 "," € 15,056.06 ","-€ 15,056.06 ",,
12/28/2018,EB,OUT,,PLOT,ATHINON,PLOT PAYMENT,TSOUGRANI,,BANK CHEQUE 68766491,1," € 9,969.97 "," € 9,969.97 ","-€ 9,969.97 ",,
12/28/2018,EB,OUT,,PLOT,ATHINON,PLOT PAYMENT,TSOUGRANI,,BANK CHEQUE 68766483,1," € 23,661.62 "," € 23,661.62 ","-€ 23,661.62 ",,
12/28/2018,EB,OUT,,PLOT,ATHINON,PLOT PAYMENT,TSOUGRANI,,BANK CHEQUE 68766475,1," € 4,025.90 "," € 4,025.90 ","-€ 4,025.90 ",,
12/28/2018,EB,OUT,,PLOT,ATHINON,PLOT PAYMENT,TSOUGRANI,,BANK CHEQUE 68766467,1," € 49,404.48 "," € 49,404.48 ","-€ 49,404.48 ",,
12/28/2018,EB,OUT,,PLOT,ATHINON,PLOT PAYMENT,TSOUGRANI,,BANK CHEQUE 68766441,1," € 5,000.00 "," € 5,000.00 ","-€ 5,000.00 ",,
12/28/2018,EB,EXP,,CONSTRUCTION,IPSILANTOU,IKA,IKA,,IKA NOVEMBER 18 ΠΛΗΡΩΜΗ ΕΦΚΑ Ε-093135903068008 ,1," € 2,793.95 "," € 2,793.95 ","-€ 2,793.95 ",,
12/28/2018,EB,EXP,,CONSTRUCTION,DELIGIANNAKI,IKA,IKA,,IKA NOVEMBER 18 ΠΛΗΡΩΜΗ ΕΦΚΑ Ε-093135903068008 ,1," € 3,088.54 "," € 3,088.54 ","-€ 3,088.54 ",,
12/28/2018,EB,IN,,INTERBOOK,SPDH TO SPDH,,,,FROM BRD-SH,1," € 150,000.00 "," € 150,000.00 "," € 150,000.00 ",,
12/28/2018,EB,OUT,,PLOT,ATHINON,PLOT PAYMENT,TSOUGRANI,,BANK CHEQUE 68766432,1," € 5,000.00 "," € 5,000.00 ","-€ 5,000.00 ",,
12/28/2018,EB,OUT,,PLOT,ATHINON,PLOT PAYMENT,TSOUGRANI,,BANK CHEQUE 68766424,1," € 5,000.00 "," € 5,000.00 ","-€ 5,000.00 ",,
12/28/2018,EB,OUT,,PLOT,ATHINON,PLOT PAYMENT,TSOUGRANI,,BANK CHEQUE 68766416,1," € 5,000.00 "," € 5,000.00 ","-€ 5,000.00 ",,
12/28/2018,EB,EXP,,PLOT,ATHINON,TRANSFER TAX,TAX OFFICE,,BANK CHEQUE 68766459,1," € 15,141.00 "," € 15,141.00 ","-€ 15,141.00 ",,
12/29/2018,INVENTORY,INV_IN,3,CONSTRUCTION,IPSILANTOU,VAT,GAVALAS,,"29/12/18 GAVALAS 4.365,61 EUROS INVOICE-SUPERVISION",1," € 1,047.75 "," € 1,047.75 "," € 1,047.75 ",,
12/31/2018,EB,OUT,,CONSTRUCTION,DELIGIANNAKI,MISC.,GAVALAS,,SMALL EXPENSES ON SITE,1, € 647.81 , € 647.81 ,-€ 647.81 ,,
12/31/2018,EB,OUT,,CONSTRUCTION,ELLINIKO,ARCH. SERVICES,GAVALAS,,ARCHITECTURAL SERVICES,1," € 2,267.80 "," € 2,267.80 ","-€ 2,267.80 ",,
12/31/2018,EB,OUT,,CONSTRUCTION,IPSILANTOU,MISC.,GAVALAS,,SMALL EXPENSES ON SITE,1, € 631.29 , € 631.29 ,-€ 631.29 ,,
12/31/2018,EB,OUT,,CONSTRUCTION,IPSILANTOU,ARCH. SERVICES,GAVALAS,,GAVALAS,1," € 1,018.45 "," € 1,018.45 ","-€ 1,018.45 ",,
12/31/2018,EB,OUT,,GENERAL EXPENSES,SPDH,IKA,AKTAS,,IKA EFKA PAYMENT FOR DECEMBER 18 ΕΦΚΑ Ε-093135063608008,1, € 240.64 , € 240.64 ,-€ 240.64 ,,
12/31/2018,EB,EXP,,FIXTURE,SPDH,OTHERS,,,DISHWASHER FOR NEW HQ - WHIRLPOOL,1, € 278.00 , € 278.00 ,-€ 278.00 ,,
12/31/2018,EB,EXP,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.20 , € 1.20 ,-€ 1.20 ,,
12/31/2018,EB,EXP,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.20 , € 1.20 ,-€ 1.20 ,,
12/31/2018,EB,EXP,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.20 , € 1.20 ,-€ 1.20 ,,
12/31/2018,EB,EXP,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.20 , € 1.20 ,-€ 1.20 ,,
12/31/2018,NKASA-A,IN,,CP,,,FB,,BA DAN EMANET,1," € 39,847.65 "," € 39,847.65 "," € 39,847.65 ",,
12/31/2018,EB,EXP,,GENERAL EXPENSES,SPDH,SALARY,AKTAS,,AKTAS SALARY FOR DECEMBER ,1, € 492.31 , € 492.31 ,-€ 492.31 ,,
12/31/2018,NKASA-A,EXP,,GENERAL EXPENSES,SPDH,SALARY,AKTAS,,AKTAS SALARY FOR DECEMBER ,1, € 862.51 , € 862.51 ,-€ 862.51 ,,
12/31/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,APOSTOLIDIS ,,NIKOS DECEMBER SALARY PAYMENT / STARTED FROM 12/12/18 20 DAYS 800 EURO SALARY,1, € 535.00 , € 535.00 ,-€ 535.00 ,,
12/31/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,BESKOS,,BESKOS SALARY FOR DECEMBER ,1," € 4,000.00 "," € 4,000.00 ","-€ 4,000.00 ",,
12/31/2018,EB,OUT,,GENERAL EXPENSES,SPDH,IKA,BARTSOKA,,IKA EFKA FOR DECEMBER 18 ΕΦΚΑ Ε-093135063608008,1, € 240.64 , € 240.64 ,-€ 240.64 ,,
12/31/2018,EB,OUT,,GENERAL EXPENSES,SPDH,SALARY,BARTSOKA,,BARTSOKA SALARY FOR DECEMBER ,1, € 492.31 , € 492.31 ,-€ 492.31 ,,
12/31/2018,INVENTORY,INV_IN,,CONSTRUCTION,IPSILANTOU,MISC.,GAVALAS,,SMALL EXPENSES ON SITE,1, € 631.29 , € 631.29 , € 631.29 ,,
12/31/2018,INVENTORY,INV_IN,,CONSTRUCTION,DELIGIANNAKI,MISC.,GAVALAS,,SMALL EXPENSES ON SITE,1, € 647.81 , € 647.81 , € 647.81 ,,
12/31/2018,INVENTORY,INV_IN,,CONSTRUCTION,IPSILANTOU,SUPERVISION SERVICES,GAVALAS,,6.635/764.081,0.87%," € 30,294.24 ", € 263.06 , € 263.06 ,,
12/31/2018,INVENTORY,INV_IN,,CONSTRUCTION,DELIGIANNAKI,SUPERVISION SERVICES,GAVALAS,,22.619/978.640,2.31%," € 38,660.64 ", € 893.55 , € 893.55 ,,
12/31/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,BARTSOKA,,BARTSOKA SALARY FOR DECEMBER ,1, € 310.00 , € 310.00 ,-€ 310.00 ,,
12/31/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,ISAED,,RADWAN SALARY DECEMBER 2018,1," € 1,000.00 "," € 1,000.00 ","-€ 1,000.00 ",,
12/31/2018,INVENTORY,INV_IN,,PLOT,THETIDOS,PLOT PURCHASE,KORONI,,THETIDOS 6 PROPERTY PURCHASE,1," € 730,000.00 "," € 730,000.00 "," € 730,000.00 ",,
12/31/2018,INVENTORY,INV_IN,,PLOT,THETIDOS,REAL ESTATE AGENCY FEE,KOSTAS VLACHOS,,THETIDOS AGENT FEE,1," € 8,800.00 "," € 8,800.00 "," € 8,800.00 ",,
12/31/2018,EB,EXP,,GENERAL EXPENSES,SPDH,ACC. SERVICES,MAMALOUKOS,,MAMALOUKOS ACC FEE DECEMBER 18,1, € 496.00 , € 496.00 ,-€ 496.00 ,,
12/31/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,KORKMAZ,,KORKMAZ SALARY FOR DECEMBER,1," € 1,000.00 "," € 1,000.00 ","-€ 1,000.00 ",,
12/31/2018,NKASA-A,IN,,CP,,,MSM,,MSM,1," € 5,000.00 "," € 5,000.00 "," € 5,000.00 ",,
12/31/2018,EB,EXP,,GENERAL EXPENSES,SPDH,TRANSPORT,FLIGHT TICKETS,,FLIGHT TICKETS MUNICH-ATHENS 3 PASSENGERS/ PAMEDIAK,1, € 518.60 , € 518.60 ,-€ 518.60 ,,
12/31/2018,EB,EXP,,GENERAL EXPENSES,SPDH,TRANSPORT,FLIGHT TICKETS,,FLIGHT TICKETS ATHENS-MUNICH 3 PASSENGERS/PAMEDIAK,1, € 571.74 , € 571.74 ,-€ 571.74 ,,
12/31/2018,EB,EXP,,GENERAL EXPENSES,UNASSIGNED,GRATUS PM,FLIGHT TICKETS,,AYAZOGLU FLIGHT TICKET ISTANBUL-MUNICH-PETAS.GR,1, € 156.70 , € 156.70 ,-€ 156.70 ,,
12/31/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,METITANIDOU,,METITANIDOU SALARY FOR DECEMBER,1," € 1,100.00 "," € 1,100.00 ","-€ 1,100.00 ",,
12/31/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,POYRAZ,,POYRAZ SALARY FOR DECEMBER,1," € 1,000.00 "," € 1,000.00 ","-€ 1,000.00 ",,
12/31/2018,BRD-SH,IN,,LOAN,S BV TO SPDH,LOAN TRANSFER,SPDH,,BRD-S BV,1," € 250,000.00 "," € 250,000.00 "," € 250,000.00 ",,
12/31/2018,BRD-S BV,OUT,,LOAN,S BV TO SPDH,LOAN TRANSFER,SPDH,,TRANSFER TO BRD-SH,1," € 250,000.00 "," € 250,000.00 ","-€ 250,000.00 ",,
12/31/2018,EB,OUT,30,GENERAL EXPENSES,SPDH,SALARY,LAKKAS STELIOS,,LAKKAS SALARY FOR DECEMBER / INVOICE 30,1, € 744.00 , € 744.00 ,-€ 744.00 ,,
12/31/2018,NKASA-A,EXP,,PLOT,THETIDOS,TRANSFER TAX,TAX OFFICE,,THETIDOS 6 TRANSFER TAX,1," € 32,264.17 "," € 32,264.17 ","-€ 32,264.17 ",,
12/31/2018,INVENTORY,INV_IN,,PLOT,ATHINON,PLOT PURCHASE,TSOUGRANI,,ATHINON 89 PLOT PURCHASE,1," € 490,000.00 "," € 490,000.00 "," € 490,000.00 ",,
12/31/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,LAKKAS STELIOS,,LAKKAS SALARY FOR DECEMBER ,1, € 800.00 , € 800.00 ,-€ 800.00 ,,
12/31/2018,EB,OUT,,GENERAL EXPENSES,UNASSIGNED,GRATUS PM,FLIGHT TICKETS,,AYAZOGLU FLIGHT TICKET ATHENS-ISTANBUL 18/01/19-TURKISH AIRLINES,1, € 88.99 , € 88.99 ,-€ 88.99 ,,
12/31/2018,VB-S BV,OUT,,GENERAL EXPENSES,S BV,BANKING FEES,VARENGOLD,,MONTHLY FEE,1, € 30.00 , € 30.00 ,-€ 30.00 ,,
12/31/2018,VB-SH,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,VARENGOLD,,MONTHLY FEE,1, € 30.00 , € 30.00 ,-€ 30.00 ,,
12/31/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,MANAGEMENT,,,Yonetim,1," € 5,000.00 "," € 5,000.00 ","-€ 5,000.00 ",,
12/31/2018,NKASA-A,EXP,,GENERAL EXPENSES,SPDH,OTHERS,BARTSOKA,,CHRISTINA ENVELOPE DECEMBER,1, € 974.10 , € 974.10 ,-€ 974.10 ,,
12/31/2018,EB,OUT,,PLOT,KIVELIS,DEMOLITION PERMIT,GAVALAS,,28/11/18 PAPADOKOTSOLIS 200 EUROS INVOICE VAT,1, € 48.00 , € 48.00 ,-€ 48.00 ,,
12/31/2018,EB,OUT,,GENERAL EXPENSES,SPDH,SALES & MARKETING,GAVALAS,,SCALE MODEL IPSILANTOU,1, € 800.00 , € 800.00 ,-€ 800.00 ,,
01/01/2019,EB,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.20 , € 1.20 ,-€ 1.20 ,,
1/1/2019,EB,IN,,,,,,,INTEREST,1, € 0.80 , € 0.80 , € 0.80 ,,
1/1/2019,EB,OUT,,,,,,,INTEREST TAX,1, € 0.12 , € 0.12 ,-€ 0.12 ,,
01/01/2019,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,OTHERS,FOOD & BEVERAGE,,"DOMINOS, veneti, coffee, salad",1, € 987.50 , € 987.50 ,-€ 987.50 ,,
01/01/2019,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,OTHERS,,,"sklavenitis, lidl (cleaning materials, beverages)",1, € 437.00 , € 437.00 ,-€ 437.00 ,,
01/01/2019,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,TRANSPORT,,,"gas, car wash, bahadır bey bilet",1, € 330.00 , € 330.00 ,-€ 330.00 ,,
01/01/2019,NKASA-A,OUT,,FIXTURE,SPDH,OTHERS,,,"ikea, mediamarkt, plaisio, jumbo, praktiker, kotsovolos",1," € 3,845.50 "," € 3,845.50 ","-€ 3,845.50 ",,
01/01/2019,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,OTHERS,CLEANING ,,elmira,1, € 100.00 , € 100.00 ,-€ 100.00 ,,
01/01/2019,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,OTHERS,,,tip,1, € 20.00 , € 20.00 ,-€ 20.00 ,,
01/01/2019,NKASA-A,EXP,,FIXTURE,SPDH,STATIONARY,,,plaisio,1, € 120.00 , € 120.00 ,-€ 120.00 ,,
02/01/2019,EB,EXP,,GENERAL EXPENSES,UNASSIGNED,GRATUS PM,FLIGHT TICKETS,,AYAZOGLU FLIGHT TICKET MUN-ATH ON 16/01-LUFTHANSA,1, € 172.14 , € 172.14 ,-€ 172.14 ,,
02/01/2019,EB,EXP,,GENERAL EXPENSES,UNASSIGNED,GRATUS PM,FLIGHT TICKETS,,AYAZOGLU & AYDIN FLIGHT TICKETS IST-ATH-IST-PETAS.GR,1, € 634.27 , € 634.27 ,-€ 634.27 ,,
02/01/2019,EB,EXP,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.20 , € 1.20 ,-€ 1.20 ,,
02/01/2019,EB,OUT,,CONSTRUCTION,DELIGIANNAKI,VAT,KAPOGIANNI,,VAT,1, € 347.20 , € 347.20 ,-€ 347.20 ,,
02/01/2019,EB,OUT,,FIXTURE,SPDH,MOTOR VEHICLE,KARENTA SA,,SKODA OCTAVIA DOWN PAYMENT,1," € 2,000.00 "," € 2,000.00 ","-€ 2,000.00 ",,
02/01/2019,EB,OUT,45,GENERAL EXPENSES,SPDH,SALARY,METITANIDOU,,METITANIDOU SALARY FOR DECEMBER,1, € 744.00 , € 744.00 ,-€ 744.00 ,,
03/01/2019,EB,IN,,PLOT,ATHINON,PLOT REPAYMENT,TSOUGRANI,,ATHINON 89 REPAYMENT,1," € 5,000.00 "," € 5,000.00 "," € 5,000.00 ",,
04/01/2019,EB,EXP,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.20 , € 1.20 ,-€ 1.20 ,,
04/01/2019,EB,OUT,,CONSTRUCTION,IPSILANTOU,BUILDING MATTERIALS,SPIRIDAKIS,,SPIRIDAKIS PAYMENT,1, € 678.90 , € 678.90 ,-€ 678.90 ,,
04/01/2019,EB,OUT,,CONSTRUCTION,IPSILANTOU,BUILDING MATTERIALS,TSIMIDOPOULOS,,VAT,1, € 596.79 , € 596.79 ,-€ 596.79 ,,
04/01/2019,EB,OUT,,CONSTRUCTION,DELIGIANNAKI,BUILDING MATTERIALS,SPIRIDAKIS,,PAYMENT,1, € 372.62 , € 372.62 ,-€ 372.62 ,,
04/01/2019,EB,OUT,,CONSTRUCTION,DELIGIANNAKI,BUILDING MATTERIALS,TSIMIDOPOULOS,,PAYMENT,1, € 324.95 , € 324.95 ,-€ 324.95 ,,
05/01/2019,EB,EXP,,GENERAL EXPENSES,SPDH,LICENCE FEES,MICROSOFT,,ON LINE SERVICES,1, € 80.35 , € 80.35 ,-€ 80.35 ,,
07/01/2019,EB,IN,,SALES,IPSILANTOU,CUSTOMER PAYMENT,SXOREMA (IPSILANTOU B1),,BANK CHEQUE,1," € 20,000.00 "," € 20,000.00 "," € 20,000.00 ",,
07/01/2019,EB,OUT,,GENERAL EXPENSES,SPDH,COMMUNICATION,COSMOTE,,COSMOTE FIXED,1, € 128.50 , € 128.50 ,-€ 128.50 ,,
07/01/2019,EB,EXP,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.20 , € 1.20 ,-€ 1.20 ,,
07/01/2019,EB,OUT,,GENERAL EXPENSES,SPDH,CHAMBERS,,,HELLENIC CHAMBERS,1, € 10.55 , € 10.55 ,-€ 10.55 ,,
07/01/2019,EB,OUT,,CONSTRUCTION,KIVELIS,LEGAL EXPENSES,LAND REGISTRY,,HELL.CADASTER ,1, € 35.00 , € 35.00 ,-€ 35.00 ,,
10/01/2019,INVENTORY,INV_IN,181,CONSTRUCTION,,NOTARY,FOUROUNTZOGLOU,,THETIDOS 4826/10.01.19  WARRANT,1, € 401.64 , € 401.64 , € 401.64 ,,
10/01/2019,EB,EXP,,FIXTURE,SPDH,STATIONARY,,,OFFICE FURNITURE INV 3806784 11/01-PALISIO,1," € 1,157.89 "," € 1,157.89 ","-€ 1,157.89 ",,
1/11/2019,EB,OUT,,CONSTRUCTION,IPSILANTOU,STEEL,TRIGONIS,,TRIGONIS PAYMENT,1," € 4,000.00 "," € 4,000.00 ","-€ 4,000.00 ",,
1/11/2019,EB,OUT,,CONSTRUCTION,IPSILANTOU,STEEL,TRIGONIS,,TRIGONIS PAYMENT,1," € 4,000.00 "," € 4,000.00 ","-€ 4,000.00 ",,
11/01/2019,EB,OUT,,GENERAL EXPENSES,SPDH,WHEELIE BIN,AFOI SOTIROPOULOI,,PAYMENT OF INVOICE 391,1, € 124.00 , € 124.00 ,-€ 124.00 ,,
11/01/2019,NKASA-A,OUT,,CONSTRUCTION,DELIGIANNAKI,BRICK WORKS,ALVERTIS,,daily wages demolising walls for expanding bathrooms,1, € 80.00 , € 80.00 ,-€ 80.00 ,,
11/01/2019,NKASA-A,OUT,,CONSTRUCTION,IPSILANTOU,BRICK WORKS,ARDJAN,,4 daily wages for building cisterns,1, € 180.00 , € 180.00 ,-€ 180.00 ,,
11/01/2019,NKASA-A,OUT,,CONSTRUCTION,DELIGIANNAKI,SAFETY/GENERAL EXPENSES,ARIS,,Aris and Giannis workers 3 daily wages for putting protection rails at Deligiannaki,1, € 135.00 , € 135.00 ,-€ 135.00 ,,
11/01/2019,NKASA-A,OUT,,CONSTRUCTION,IPSILANTOU,SAFETY/GENERAL EXPENSES,ARIS,,Aris and Giannis workers  daily wages for putting protection rails at Ypsilantou ,1, € 135.00 , € 135.00 ,-€ 135.00 ,,
11/01/2019,EB,EXP,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.20 , € 1.20 ,-€ 1.20 ,,
11/01/2019,INVENTORY,INV_IN,35459,GENERAL EXPENSES,SPDH,BUILDING MATTERIALS,TSIMIDOPOULOS,,VAT,1, € 17.69 , € 17.69 , € 17.69 ,,
11/01/2019,INVENTORY,INV_IN,35459,GENERAL EXPENSES,SPDH,BUILDING MATTERIALS,TSIMIDOPOULOS,,LASTICHO SPIRAL,10, € 1.13 , € 11.34 , € 11.34 ,,
11/01/2019,INVENTORY,INV_IN,35459,GENERAL EXPENSES,SPDH,BUILDING MATTERIALS,TSIMIDOPOULOS,,ATLIA KATHARISMOU,1, € 62.37 , € 62.37 , € 62.37 ,,
11/01/2019,EB,EXP,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,FEE FOR GUARANTEE CHECK ΠΡΟΜΗΘΕΙΑ Ε/Ε5702/8002039061 -  065,2, € 45.00 , € 90.00 ,-€ 90.00 ,,
1/11/2019,EB,OUT,,CONSTRUCTION,DELIGIANNAKI,CONCRETE,INTERBETON,,INTERBETON PAYMENT,1," € 5,536.74 "," € 5,536.74 ","-€ 5,536.74 ",,
11/01/2019,INVENTORY,INV_IN,,CONSTRUCTION,IPSILANTOU,DAILY WORKERS,DAILY WORKERS,,cleaning building 5x40=200 ,5, € 40.00 , € 200.00 , € 200.00 ,,
11/01/2019,NKASA-A,OUT,,CONSTRUCTION,IPSILANTOU,DAILY WORKERS,DAILY WORKERS,,cleaning building 5x40=200 ,1, € 200.00 , € 200.00 ,-€ 200.00 ,,
11/01/2019,NKASA-A,IN,,CP,,,FB,,BA DAN EMANET,1," € 7,450.00 "," € 7,450.00 "," € 7,450.00 ",,
11/01/2019,NKASA-A,OUT,,PLOT,THETIDOS,LEGAL EXPENSES,LAND REGISTRY,,LAND REGISTER FEE,1," € 7,450.00 "," € 7,450.00 ","-€ 7,450.00 ",,
